Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
d014801	Tretinoin	D014212	302-79-4	ERCC3	2071	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERCC6L	54821	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERCC8	1161	Homo sapiens	9606	15498508|33167477
d014801	Tretinoin	D014212	302-79-4	EREG	2069	Homo sapiens	9606	16470170
d014801	Tretinoin	D014212	302-79-4	ERF	2077	Homo sapiens	9606	16054129|33167477
d014801	Tretinoin	D014212	302-79-4	ERFE	151176	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERG28	11161	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERGIC1	57222	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERGIC3	51614	Homo sapiens	9606	16054129|33167477
d014801	Tretinoin	D014212	302-79-4	ERI1	90459	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERICH3	127254	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	ERLIN1	10613	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERMAP	114625	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERMN	57471	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERMP1	79956	Homo sapiens	9606	16249480
d014801	Tretinoin	D014212	302-79-4	ERN1	2081	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	ERO1A	30001	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERO1B	56605	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	ERP27	121506	Homo sapiens	9606	23830798|33167477
d014801	Tretinoin	D014212	302-79-4	ERP44	23071	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ERRFI1	54206	Homo sapiens	9606	21934132|23724009
d014801	Tretinoin	D014212	302-79-4	ERVK13-1	100507321	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ESCO2	157570	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ESD	2098	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ESF1	51575	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ESM1	11082	Homo sapiens	9606	18922099
d014801	Tretinoin	D014212	302-79-4	ESR1	2099	Homo sapiens	9606	16730657|17387344
d014801	Tretinoin	D014212	302-79-4	ESR2	2100	Homo sapiens	9606	31945389
d014801	Tretinoin	D014212	302-79-4	ESRG	790952	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	ESRP1	54845	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	ESRP2	80004	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	ESRRG	2104	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	ESYT1	23344	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ETFDH	2110	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	ETHE1	23474	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ETS1	2113	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ETS2	2114	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ETV3	2117	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	ETV4	2118	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	ETV5	2119	Homo sapiens	9606	16054129
d014801	Tretinoin	D014212	302-79-4	ETV7	51513	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EVA1A	84141	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EVC	2121	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EVI2B	2124	Homo sapiens	9606	12875902
d014801	Tretinoin	D014212	302-79-4	EVL	51466	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EVX1	2128	Homo sapiens	9606	15498508
d014801	Tretinoin	D014212	302-79-4	EXO1	9156	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXOC3	11336	Homo sapiens	9606	15498508|33167477
d014801	Tretinoin	D014212	302-79-4	EXOG	9941	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXOSC10	5394	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXOSC2	23404	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	EXOSC3	51010	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	EXOSC5	56915	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EXOSC6	118460	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXOSC7	23016	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EXOSC8	11340	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXPH5	23086	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	EXT1	2131	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	EXTL2	2135	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EXTL3	2137	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	EYA1	2138	Homo sapiens	9606	21934132|23724009|31711903
d014801	Tretinoin	D014212	302-79-4	EYA2	2139	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	EYA4	2070	Homo sapiens	9606	21934132|23724009
d014801	Tretinoin	D014212	302-79-4	EZH2	2146	Homo sapiens	9606	22906706|33167477
d014801	Tretinoin	D014212	302-79-4	EZR	7430	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	F11R	50848	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	F13A1	2162	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	F2	2147	Homo sapiens	9606	31600526
d014801	Tretinoin	D014212	302-79-4	F2RL1	2150	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	F2RL2	2151	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	F3	2152	Homo sapiens	9606	10400422|10803529|11721405|11775254|11779431|11798557|11798779|11876987|15894607|16206674|17493354|21934132
d014801	Tretinoin	D014212	302-79-4	F5	2153	Homo sapiens	9606	10734661|34742744
d014801	Tretinoin	D014212	302-79-4	F8	2157	Homo sapiens	9606	15894607
d014801	Tretinoin	D014212	302-79-4	FA2H	79152	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FAAP100	80233	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FABP4	2167	Homo sapiens	9606	16054129|16573735
d014801	Tretinoin	D014212	302-79-4	FABP5	2171	Homo sapiens	9606	15982314|23724009
d014801	Tretinoin	D014212	302-79-4	FABP6	2172	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FABP7	2173	Homo sapiens	9606	17045167|21934132
d014801	Tretinoin	D014212	302-79-4	FADD	8772	Homo sapiens	9606	20349282
d014801	Tretinoin	D014212	302-79-4	FADS2	9415	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAF1	11124	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAH	2184	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAHD2A	51011	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAHD2B	151313	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAIM	55179	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FAM102B	284611	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM107B	83641	Homo sapiens	9606	23830798|33167477
d014801	Tretinoin	D014212	302-79-4	FAM110B	90362	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM110C	642273	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM110D	79927	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM111A	63901	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FAM111B	374393	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM117B	150864	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM118B	79607	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM120A2P	445577	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM124A	220108	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM129B	771307	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM131A	131408	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FAM131B	9715	Homo sapiens	9606	21934132|23724009
d014801	Tretinoin	D014212	302-79-4	FAM136A	84908	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM13A	10144	Homo sapiens	9606	23724009|23830798
d014801	Tretinoin	D014212	302-79-4	FAM156A	29057	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM157A	728262	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM157B	100132403	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM159A	100536524	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM161A	84140	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM161B	145483	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM162A	26355	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM162B	221303	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM169A	26049	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FAM173B	428500	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM175A	422608	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM179A	421296	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM181B	220382	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM184A	79632	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FAM188A	420526	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM195A	105270989	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM200B	285550	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM208B	416689	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM20B	9917	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM20C	56975	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM210B	116151	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM214B	80256	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM216A	29902	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FAM217B	63939	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM222A	84915	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM229B	619208	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM234B	57613	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM241A	132720	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FAM27B	100133121	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM27E3	100131997	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM30A	9834	Homo sapiens	9606	23724009|23830798|33167477
d014801	Tretinoin	D014212	302-79-4	FAM32A	26017	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM35A	423613	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM3C	10447	Homo sapiens	9606	15982314|21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FAM3C2P	286460	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM43A	131583	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM46A	421845	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM46C	426544	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM49A	378872	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM49B	420330	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM53B	9679	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM58A	103251040	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM65B	421003	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM69A	429087	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM69B	417139	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM72A	729533	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM72B	653820	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM72C	554282	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM72D	728833	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM78A	286336	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FAM78B	149297	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM81A	145773	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM83A	84985	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FAM83D	81610	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM86B1	85002	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FAM86B2	653333	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM86C1P	55199	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FAM86EP	348926	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAM89B	23625	Homo sapiens	9606	15498508
d014801	Tretinoin	D014212	302-79-4	FAM98A	25940	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAM98B	283742	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAN1	22909	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANCA	2175	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANCB	2187	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANCC	2176	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANCD2	2177	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANCI	55215	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FANK1	92565	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FAR2	55711	Homo sapiens	9606	21934132|23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FARP2	9855	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FARSB	10056	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FAS	355	Homo sapiens	9606	15703382|16136269|16510162|16712844|16957513|17034753|20349282|20629322|34742744
d014801	Tretinoin	D014212	302-79-4	FASLG	356	Homo sapiens	9606	16510162|16957513
d014801	Tretinoin	D014212	302-79-4	FASN	2194	Homo sapiens	9606	15982314|23724009
d014801	Tretinoin	D014212	302-79-4	FASTK	10922	Homo sapiens	9606	15982314
d014801	Tretinoin	D014212	302-79-4	FAT1	2195	Homo sapiens	9606	15498508|23724009
d014801	Tretinoin	D014212	302-79-4	FAXC	84553	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FBL	2091	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBN1	2200	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FBN2	2201	Homo sapiens	9606	15498508|15894607|24374174|33167477
d014801	Tretinoin	D014212	302-79-4	FBP1	2203	Homo sapiens	9606	15498508|23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FBRS	64319	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBRSL1	57666	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXL14	144699	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXL17	64839	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXL4	26235	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXL5	26234	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FBXO15	201456	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO16	157574	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO18	567995	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO22	26263	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO25	26260	Homo sapiens	9606	15894607
d014801	Tretinoin	D014212	302-79-4	FBXO31	79791	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO34	55030	Homo sapiens	9606	23724009|23830798
d014801	Tretinoin	D014212	302-79-4	FBXO43	286151	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO48	554251	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO5	26271	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO6	26270	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FBXO8	26269	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FBXO9	26268	Homo sapiens	9606	21934132|23724009
d014801	Tretinoin	D014212	302-79-4	FBXW7	55294	Homo sapiens	9606	30093655|33167477
d014801	Tretinoin	D014212	302-79-4	FBXW8	26259	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCAR	2204	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCER1G	2207	Homo sapiens	9606	15498508|17218384|33167477
d014801	Tretinoin	D014212	302-79-4	FCER2	2208	Homo sapiens	9606	16054129
d014801	Tretinoin	D014212	302-79-4	FCGR1A	2209	Homo sapiens	9606	15498508|33167477
d014801	Tretinoin	D014212	302-79-4	FCGR1B	100654406	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCGR2A	2212	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCGR2B	2213	Homo sapiens	9606	15498508|15894607|33167477
d014801	Tretinoin	D014212	302-79-4	FCGR2C	9103	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCGR3A	2214	Homo sapiens	9606	33167477|7579340
d014801	Tretinoin	D014212	302-79-4	FCGR3B	2215	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FCGRT	2217	Homo sapiens	9606	16054129|33167477
d014801	Tretinoin	D014212	302-79-4	FCHSD2	9873	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FDFT1	2222	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FDX1	2230	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FDXACB1	91893	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FEN1	2237	Homo sapiens	9606	16054129|16249480|33167477
d014801	Tretinoin	D014212	302-79-4	FER1L4	80307	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FERMT1	55612	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FERMT2	10979	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FERMT3	83706	Homo sapiens	9606	15894607|33167477
d014801	Tretinoin	D014212	302-79-4	FES	2242	Homo sapiens	9606	15498508
d014801	Tretinoin	D014212	302-79-4	FEZ1	9638	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FEZ2	9637	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FEZF2	55079	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FFAR2	2867	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FFAR3	2865	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FFAR4	338557	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FGD2	221472	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FGD3	89846	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FGD4	121512	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FGD6	55785	Homo sapiens	9606	23724009|23830798
d014801	Tretinoin	D014212	302-79-4	FGF1	2246	Homo sapiens	9606	15982314
d014801	Tretinoin	D014212	302-79-4	FGF10	2255	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FGF12	2257	Homo sapiens	9606	17045167
d014801	Tretinoin	D014212	302-79-4	FGF18	8817	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FGF19	9965	Homo sapiens	9606	21274875
d014801	Tretinoin	D014212	302-79-4	FGF2	2247	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FGF4	2249	Homo sapiens	9606	31600526
d014801	Tretinoin	D014212	302-79-4	FGF8	2253	Homo sapiens	9606	17085092|21934132|31600526
d014801	Tretinoin	D014212	302-79-4	FGF9	2254	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FGFBP3	143282	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FGFR1	2260	Homo sapiens	9606	15498508
d014801	Tretinoin	D014212	302-79-4	FGFR2	2263	Homo sapiens	9606	7680553
d014801	Tretinoin	D014212	302-79-4	FGFR3	2261	Homo sapiens	9606	23830798|7680553
d014801	Tretinoin	D014212	302-79-4	FGFR4	2264	Homo sapiens	9606	7680553
d014801	Tretinoin	D014212	302-79-4	FGG	2266	Homo sapiens	9606	23830798
d014801	Tretinoin	D014212	302-79-4	FGL1	2267	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FGL2	10875	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FGR	2268	Homo sapiens	9606	15498508|16054129|28053092|33167477
d014801	Tretinoin	D014212	302-79-4	FH	2271	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FHIP1B	84067	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FHIP2A	57700	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FHIT	2272	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FHL1	2273	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FHL2	2274	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FHL3	2275	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FHOD3	80206	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FIG4	9896	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FIGN	55137	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FIGNL1	63979	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FILIP1	27145	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FILIP1L	11259	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FITM1	161247	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FIZ1	84922	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FJX1	24147	Homo sapiens	9606	21934132|23830798
d014801	Tretinoin	D014212	302-79-4	FKBP14	55033	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FKBP15	23307	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FKBP1B	2281	Homo sapiens	9606	21934132
d014801	Tretinoin	D014212	302-79-4	FKBP2	2286	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FKBP4	2288	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FKBP5	2289	Homo sapiens	9606	15498508|21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FKBP8	23770	Homo sapiens	9606	15982314
d014801	Tretinoin	D014212	302-79-4	FKBP9	11328	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FKRP	79147	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FLAD1	80308	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FLG	2312	Homo sapiens	9606	15982314|25240866
d014801	Tretinoin	D014212	302-79-4	FLG2	388698	Homo sapiens	9606	25240866
d014801	Tretinoin	D014212	302-79-4	FLI1	2313	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FLII	2314	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FLNA	2316	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FLNB	2317	Homo sapiens	9606	16012519|17431108|30093655
d014801	Tretinoin	D014212	302-79-4	FLOT1	10211	Homo sapiens	9606	15498508|33167477
d014801	Tretinoin	D014212	302-79-4	FLRT1	23769	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FLRT3	23767	Homo sapiens	9606	21934132|33167477
d014801	Tretinoin	D014212	302-79-4	FLT1	2321	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FLT3	2322	Homo sapiens	9606	16473406|33167477
d014801	Tretinoin	D014212	302-79-4	FLVCR2	55640	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FMN2	56776	Homo sapiens	9606	23724009
d014801	Tretinoin	D014212	302-79-4	FMNL1	752	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FMNL2	114793	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FMO4	2329	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FMR1	2332	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FN1	2335	Homo sapiens	9606	16443354|17138961|21934132|23830798|24374174|30093655
d014801	Tretinoin	D014212	302-79-4	FNBP1L	54874	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FNDC3A	22862	Homo sapiens	9606	33167477
d014801	Tretinoin	D014212	302-79-4	FNDC3B	64778	Homo sapiens	9606	23724009|33167477
d014801	Tretinoin	D014212	302-79-4	FNDC5	252995	Homo sapiens	9606	21934132|23724009
d014801	Tretinoin	D014212	302-79-4	FNIP2	57600	Homo sapiens	9606	21934132|23724009|33167477
