source	target	link	AMI_number
PLAT	FGA	ppi	4
PLAT	LAMA3	ppi	4
PLAT	F10	ppi	4
PLAT	SERPINA5	ppi	4
LAMA3	SDC2	ppi	4
AMBP	ENO1	ppi	4
NID1	COL1A1	ppi	4
NID1	FGA	ppi	4
NID1	COL4A1	ppi	4
COL1A2	ITGA2	ppi	4
COL1A2	PDGFA	ppi	4
FN1	REG3A	ppi	4
FN1	COL1A1	ppi	4
FN1	HSPG2	ppi	4
FN1	PKD1	ppi	4
FN1	COL7A1	ppi	4
FN1	SDC2	ppi	4
MAG	COL1A1	ppi	4
MAG	COL4A1	ppi	4
MAG	COL6A1	ppi	4
COL1A1	NID2	ppi	4
COL1A1	PKD1	ppi	4
COL1A1	COL7A1	ppi	4
COL1A1	PRELP	ppi	4
COL1A1	PDGFA	ppi	4
PLAUR	ITGAM	ppi	4
PDGFA	PDGFRA	ppi	4
PDGFA	HSPG2	ppi	4
PDGFA	COL4A1	ppi	4
PDGFA	COL6A1	ppi	4
PRELP	HSPG2	ppi	4
ACHE	COL4A1	ppi	4
ACHE	ENO1	ppi	4
PDGFRA	CAV3	ppi	4
PDGFRA	ULBP2	ppi	4
SDC2	REG3A	ppi	4
NID2	HSPG2	ppi	4
NID2	COL4A1	ppi	4
LAMA5	COL7A1	ppi	4
COL4A1	COL7A1	ppi	4
MED14	NR3C1	ppi	5
MED14	SREBF1	ppi	5
MED14	HNF4A	ppi	5
MED14	VDR	ppi	5
RXRG	RARB	ppi	5
RXRG	RARA	ppi	5
RXRG	PPARA	ppi	5
RXRG	VDR	ppi	5
RXRG	SRF	ppi	5
RXRG	RARG	ppi	5
RXRG	NR1I2	ppi	5
CHD9	PPARA	ppi	5
CHD9	NR1I3	ppi	5
ALOX15B	RXRA	ppi	5
ALOX15B	PPARG	ppi	5
RARA	NRIP1	ppi	5
RARA	NRBF2	ppi	5
RARA	KDM5A	ppi	5
RARA	RXRA	ppi	5
RARA	TDG	ppi	5
RARA	MECR	ppi	5
RARA	NCOA2	ppi	5
RARA	NSD1	ppi	5
RARA	ARID1A	ppi	5
RARA	KLF5	ppi	5
RARA	SRF	ppi	5
RARA	TRIP4	ppi	5
RARA	NKX2-1	ppi	5
RARA	IRX4	ppi	5
RARA	MED25	ppi	5
RARA	HR	ppi	5
RARA	ITGB1BP2	ppi	5
RARA	SMARCD3	ppi	5
HELZ2	PPARA	ppi	5
MECR	PPARA	ppi	5
KDM5A	NR3C1	ppi	5
KDM5A	VDR	ppi	5
NCOA2	NR3C1	ppi	5
NCOA2	PPARA	ppi	5
NCOA2	RXRA	ppi	5
NCOA2	HNF4A	ppi	5
NCOA2	PPARG	ppi	5
NCOA2	ESRRB	ppi	5
NCOA2	VDR	ppi	5
NCOA2	NKX2-1	ppi	5
NCOA2	NR2F1	ppi	5
NCOA2	NR1I2	ppi	5
CEP350	PPARA	ppi	5
CEP350	PPARG	ppi	5
NR2C2	HNF4A	ppi	5
NR2C2	JAZF1	ppi	5
KLF5	RXRA	ppi	5
KLF5	PPARG	ppi	5
HR	RARB	ppi	5
HR	VDR	ppi	5
RARB	ARID1A	ppi	5
RARB	MAP6	ppi	5
RARB	SMARCD3	ppi	5
TRIP4	RXRA	ppi	5
TRIP4	PPARG	ppi	5
TRIP4	SRF	ppi	5
TRIP4	NR2F2	ppi	5
MED10	HNF4A	ppi	5
RARG	RXRA	ppi	5
RARG	ARID1A	ppi	5
RARG	NR2F6	ppi	5
RARG	ITGB1BP2	ppi	5
RARG	MAP6	ppi	5
RARG	SMARCD3	ppi	5
NRIP1	NR0B1	ppi	5
NRIP1	NR3C1	ppi	5
NRIP1	PPARA	ppi	5
NRIP1	RXRA	ppi	5
NRIP1	HNF4A	ppi	5
NRIP1	PPARG	ppi	5
NRIP1	ESRRB	ppi	5
NRIP1	VDR	ppi	5
NR1I3	RXRA	ppi	5
NR1I3	HNF4A	ppi	5
NR1I3	POU1F1	ppi	5
RAD54L2	NR3C1	ppi	5
RAD54L2	RXRA	ppi	5
RAD54L2	PPARG	ppi	5
NR1I2	RXRA	ppi	5
NR1I2	POU1F1	ppi	5
FABP1	PPARA	ppi	5
FABP1	PPARG	ppi	5
ONECUT1	NR3C1	ppi	5
HNF4A	SREBF1	ppi	5
HNF4A	ZNHIT3	ppi	5
HNF4A	MED24	ppi	5
HNF4A	MED16	ppi	5
NR6A1	NSD1	ppi	5
ACSL1	NR3C2	ppi	5
NR3C1	NR0B1	ppi	5
NR3C1	NCOA4	ppi	5
NR3C1	TDG	ppi	5
NR3C1	POU1F1	ppi	5
NR3C1	NR2F2	ppi	5
NR3C1	DAP3	ppi	5
NR3C1	NR3C2	ppi	5
NR3C1	NR2F6	ppi	5
NR3C1	MED25	ppi	5
NR3C1	ZBTB20	ppi	5
PPARA	TNP1	ppi	5
PPARA	NRBF2	ppi	5
PPARA	RXRA	ppi	5
PPARA	POU1F1	ppi	5
PPARA	DAP3	ppi	5
PPARA	MED24	ppi	5
NCOA4	RXRA	ppi	5
NCOA4	PPARG	ppi	5
NCOA4	VDR	ppi	5
VDR	RXRA	ppi	5
VDR	TDG	ppi	5
VDR	PPARG	ppi	5
VDR	NSD1	ppi	5
VDR	POU1F1	ppi	5
VDR	MMRN2	ppi	5
ROBO4	RXRA	ppi	5
ROBO4	PPARG	ppi	5
NR3C2	RXRA	ppi	5
SMARCD3	SREBF1	ppi	5
SMARCD3	RXRA	ppi	5
SMARCD3	PPARG	ppi	5
RXRA	NRBF2	ppi	5
RXRA	TDG	ppi	5
RXRA	PPARG	ppi	5
RXRA	NSD1	ppi	5
RXRA	SRF	ppi	5
RXRA	MED24	ppi	5
RXRA	NR2F6	ppi	5
RXRA	MED25	ppi	5
RXRA	JAZF1	ppi	5
ZBTB7C	SREBF1	ppi	5
PPARG	NR0B1	ppi	5
PPARG	TNP1	ppi	5
PPARG	ZNHIT3	ppi	5
PPARG	NSD1	ppi	5
PPARG	POU1F1	ppi	5
PPARG	MED24	ppi	5
PPARG	ZBTB20	ppi	5
PPARG	JAZF1	ppi	5
MED24	SREBF1	ppi	5
NR2F2	NSD1	ppi	5
NR2F2	NR2F6	ppi	5
NSD1	NR2F1	ppi	5
NSD1	NR2F6	ppi	5
SREBF1	NR0B1	ppi	5
SREBF1	MED25	ppi	5
SHC3	AR	ppi	6
SHC3	EGFR	ppi	6
SHC3	ERBB3	ppi	6
SHC3	ERBB2	ppi	6
SHC3	KIT	ppi	6
CBL	FYN	ppi	6
CBL	HCK	ppi	6
CBL	CSF1R	ppi	6
CBL	EGFR	ppi	6
CBL	ABL1	ppi	6
CBL	NCK1	ppi	6
CBL	STAP2	ppi	6
CBL	LYN	ppi	6
CBL	ERBB2	ppi	6
CBL	BTK	ppi	6
CBL	SLA	ppi	6
CBL	PTPRK	ppi	6
CBL	PTPRO	ppi	6
RAPGEF1	HCK	ppi	6
RAPGEF1	EGFR	ppi	6
RAPGEF1	ABL1	ppi	6
SLA	EGFR	ppi	6
SLA	ERBB2	ppi	6
ATIC	EGFR	ppi	6
PLCG2	FYN	ppi	6
PLCG2	AR	ppi	6
PLCG2	EGFR	ppi	6
PLCG2	LYN	ppi	6
PLCG2	ERBB2	ppi	6
PLCG2	KIT	ppi	6
WAS	FYN	ppi	6
WAS	HCK	ppi	6
WAS	NCK1	ppi	6
WAS	FGR	ppi	6
WAS	BTK	ppi	6
WAS	PTPRO	ppi	6
WAS	PTPN22	ppi	6
NEO1	PTK2	ppi	6
RIN2	EGFR	ppi	6
RIN2	ERBB2	ppi	6
GPX1	ABL1	ppi	6
DOK1	HCK	ppi	6
DOK1	EGFR	ppi	6
DOK1	ABL1	ppi	6
DOK1	NCK1	ppi	6
DOK1	FGR	ppi	6
DOK1	LYN	ppi	6
DOK1	ERBB2	ppi	6
DOK1	KIT	ppi	6
NCK1	PTK2	ppi	6
NCK1	EGFR	ppi	6
NCK1	ABL1	ppi	6
NCK1	ERBB3	ppi	6
NCK1	KIT	ppi	6
BTK	FYN	ppi	6
BTK	HCK	ppi	6
BTK	AR	ppi	6
BTK	LYN	ppi	6
BTK	TLR8	ppi	6
BTK	TLR6	ppi	6
CDH5	EGFR	ppi	6
KIT	PTPN6	ppi	6
KIT	HCK	ppi	6
KIT	PIK3R3	ppi	6
KIT	ABL1	ppi	6
KIT	SHC2	ppi	6
KIT	FGR	ppi	6
KIT	LYN	ppi	6
KIT	VAV3	ppi	6
KIT	SH2B3	ppi	6
KIT	KITLG	ppi	6
KIT	TXK	ppi	6
KIT	SHC4	ppi	6
PIK3R3	AR	ppi	6
PIK3R3	EGFR	ppi	6
PIK3R3	ERBB3	ppi	6
PIK3R3	ERBB2	ppi	6
SHC2	EGFR	ppi	6
SHC2	ERBB2	ppi	6
LYN	PTPN6	ppi	6
LYN	PTK2	ppi	6
LYN	AR	ppi	6
LYN	EGFR	ppi	6
LYN	NDFIP2	ppi	6
LYN	RPL10	ppi	6
LYN	GAB3	ppi	6
LYN	TRAT1	ppi	6
LYN	BANK1	ppi	6
LYN	GP6	ppi	6
LYN	CENPV	ppi	6
LYN	PDE4A	ppi	6
LYN	SPHK2	ppi	6
EGF	EGFR	ppi	6
EGF	ERBB3	ppi	6
EGF	ERBB2	ppi	6
EGFR	PTPN6	ppi	6
EGFR	HCK	ppi	6
EGFR	PTK2	ppi	6
EGFR	DOK6	ppi	6
EGFR	CSK	ppi	6
EGFR	NRG1	ppi	6
EGFR	ABL1	ppi	6
EGFR	STAP2	ppi	6
EGFR	FGR	ppi	6
EGFR	COL9A3	ppi	6
EGFR	TLN1	ppi	6
EGFR	GRB14	ppi	6
EGFR	IRS4	ppi	6
EGFR	SH2B3	ppi	6
EGFR	SH2D3A	ppi	6
EGFR	DOK4	ppi	6
EGFR	APBB2	ppi	6
EGFR	SHC4	ppi	6
EGFR	PTPN22	ppi	6
EGFR	DCBLD2	ppi	6
ZDHHC16	ABL1	ppi	6
CDON	ABL1	ppi	6
SPRR2A	HCK	ppi	6
SPRR2A	ABL1	ppi	6
FYN	CSF1R	ppi	6
FYN	ERBB2	ppi	6
FYN	RPL10	ppi	6
FYN	GAB3	ppi	6
FYN	TRAT1	ppi	6
FYN	GP6	ppi	6
FYN	SKAP2	ppi	6
FYN	SPHK2	ppi	6
MED12L	AR	ppi	6
PECAM1	PTPN6	ppi	6
PECAM1	CSK	ppi	6
PTPRO	PDGFRB	ppi	6
PTPRO	CSK	ppi	6
PTPRO	NTRK1	ppi	6
PTPRO	ERBB2	ppi	6
PTPRO	CDH2	ppi	6
SUPT6H	ERBB2	ppi	6
NRG1	ERBB3	ppi	6
NRG1	ERBB2	ppi	6
NTRK1	ABL1	ppi	6
NTRK1	PTPN22	ppi	6
HCK	PTK2	ppi	6
HCK	AR	ppi	6
HCK	ERBB3	ppi	6
HCK	RPL10	ppi	6
HCK	GRB14	ppi	6
HCK	LETMD1	ppi	6
DOK4	PTK2	ppi	6
DOK4	ERBB2	ppi	6
TXK	ERBB3	ppi	6
TXK	ERBB2	ppi	6
MTCH1	ERBB2	ppi	6
SHC4	AR	ppi	6
ERBB2	DOK6	ppi	6
ERBB2	ABL1	ppi	6
ERBB2	FGR	ppi	6
ERBB2	ERBB3	ppi	6
ERBB2	VAV3	ppi	6
ERBB2	TLN1	ppi	6
ERBB2	IRS4	ppi	6
ERBB2	PTPRK	ppi	6
ERBB2	SH2B3	ppi	6
ERBB2	SH2D3A	ppi	6
ERBB2	SH2D5	ppi	6
ERBB2	PTPN22	ppi	6
ERBB2	CLCN6	ppi	6
ERBB2	MUCL1	ppi	6
ERBB2	TTC9B	ppi	6
VAV3	AR	ppi	6
VAV3	ERBB3	ppi	6
STAP2	CSF1R	ppi	6
CDH2	PTPN6	ppi	6
CDH2	PTPRR	ppi	6
CDH2	PTPRK	ppi	6
CDH2	PTPN22	ppi	6
PTPN6	PDGFRB	ppi	6
PTPN6	PTK2	ppi	6
TLN1	PTK2	ppi	6
ZFP42	RYBP	ppi	6
AR	ABL1	ppi	6
AR	FGR	ppi	6
AR	NLRP10	ppi	6
AR	SHE	ppi	6
TUB	ABL1	ppi	6
SHE	ABL1	ppi	6
PTPN22	PDGFRB	ppi	6
PTPN22	SKAP2	ppi	6
RYBP	ABL1	ppi	6
PTPRR	PDGFRB	ppi	6
SH2B3	ERBB3	ppi	6
CSK	PTPRK	ppi	6
GRB14	PDGFRB	ppi	6
PTPRK	PDGFRB	ppi	6
ERBB3	ABL1	ppi	6
GLCE	FGFR2	ppi	7
GLCE	BAG4	ppi	7
GLCE	FGFR4	ppi	7
RASL10B	FGFR2	ppi	7
RASL10B	BAG4	ppi	7
RASL10B	FGFR4	ppi	7
ANOS1	FGFR2	ppi	7
WT1	THRSP	ppi	7
WT1	KLK7	ppi	7
WT1	DIRAS3	ppi	7
ERRFI1	FGFR2	ppi	7
ERRFI1	BAG4	ppi	7
ERRFI1	FGFR4	ppi	7
DIRAS3	TGFB1	ppi	7
DIRAS3	BAG4	ppi	7
DIRAS3	FGFR4	ppi	7
THRSP	TGFB1	ppi	7
THRSP	BAG4	ppi	7
THRSP	FGFR4	ppi	7
PDLIM2	TGFB1	ppi	7
PDLIM2	FGFR2	ppi	7
PDLIM2	BAG4	ppi	7
PDLIM2	FGFR4	ppi	7
FGFR2	BEX2	ppi	7
FGFR2	HOXC6	ppi	7
FGFR2	FGF10	ppi	7
BAG4	KLK7	ppi	7
FGF19	FGFR4	ppi	7
KLK7	TGFB1	ppi	7
TGFB1	HOXC6	ppi	7
MITF	LEF1	ppi	8
MITF	PAX6	ppi	8
LEF1	PITX2	ppi	8
LEF1	TLE2	ppi	8
LEF1	CDX1	ppi	8
HOXC8	DLX2	ppi	8
HOXC8	MSX1	ppi	8
HOXC8	DLX5	ppi	8
FOXD3	POU5F1	ppi	8
CDX1	SOX2	ppi	8
SIX3	PAX6	ppi	8
SIX3	NR4A3	ppi	8
MSX1	DLX2	ppi	8
MSX1	DLX5	ppi	8
MSX1	MSX2	ppi	8
MSX1	TLE2	ppi	8
SOX2	POU5F1	ppi	8
DLX2	DLX5	ppi	8
DLX2	MSX2	ppi	8
ZDHHC2	MSX2	ppi	8
MSX2	DLX5	ppi	8
MSX2	TLE2	ppi	8
PAX6	HOXB1	ppi	8
NTRK2	NTF3	ppi	9
NTRK2	FRS2	ppi	9
NTRK2	BDNF	ppi	9
GDNF	GFRA1	ppi	9
IGF1R	SOCS3	ppi	9
IGF1R	JAK1	ppi	9
IGF1R	CAMP	ppi	9
IGF1R	AMY2A	ppi	9
IFNG	IFNGR1	ppi	9
IFNG	IFNGR2	ppi	9
STAT1	IL27RA	ppi	9
STAT1	IL2RB	ppi	9
STAT1	PRMT3	ppi	9
STAT1	MT-ND4L	ppi	9
FAU	RET	ppi	9
NTF3	NTRK3	ppi	9
NTF3	BDNF	ppi	9
IFNGR1	JAK1	ppi	9
NRTN	GFRA1	ppi	9
IL6ST	SOCS3	ppi	9
IL6ST	CNTFR	ppi	9
IL6ST	JAK1	ppi	9
FRS2	RET	ppi	9
FRS2	NTRK3	ppi	9
GFRA1	SOCS3	ppi	9
GFRA1	RET	ppi	9
JAK1	SOCS3	ppi	9
JAK1	IL2RB	ppi	9
IL15	IL2RB	ppi	9
IL2RB	SOCS3	ppi	9
BMP2	FSTL1	ppi	10
BMP2	BMPR2	ppi	10
BMP2	BMPR1A	ppi	10
BMP2	BMPR1B	ppi	10
BMP2	NOG	ppi	10
BMP2	WFIKKN1	ppi	10
BMP2	WFIKKN2	ppi	10
FSTL1	TGFBR2	ppi	10
FSTL1	BMPR1A	ppi	10
FSTL1	BMP4	ppi	10
FSTL1	INHBA	ppi	10
NOG	BMP7	ppi	10
NOG	GDF5	ppi	10
CHRDL2	INHBA	ppi	10
BAMBI	ACVR1	ppi	10
BAMBI	TGFBR1	ppi	10
BAMBI	BMPR1A	ppi	10
BAMBI	BMPR1B	ppi	10
BAMBI	ACVR1B	ppi	10
BAMBI	ACVRL1	ppi	10
ACVR1	BMP7	ppi	10
ACVR1	TGFBR2	ppi	10
ACVR1	BMPR2	ppi	10
ACVR1	BMPR1A	ppi	10
ACVR1B	FKBP1A	ppi	10
ACVR1B	BMPR2	ppi	10
BMP4	BMPR2	ppi	10
BMP4	BMPR1A	ppi	10
BMP4	BMPR1B	ppi	10
BMP4	WFIKKN1	ppi	10
BMP4	WFIKKN2	ppi	10
ACVRL1	FKBP1A	ppi	10
GDF5	BMPR2	ppi	10
GDF5	BMPR1A	ppi	10
GDF5	BMPR1B	ppi	10
ENG	TGFBR2	ppi	10
ENG	TGFBR1	ppi	10
BMP7	BMPR1A	ppi	10
BMP7	BMPR1B	ppi	10
TGFBR2	TGFBR1	ppi	10
BMPR1A	FKBP1A	ppi	10
FKBP1A	TGFBR1	ppi	10
BMPR2	TGFBR1	ppi	10
FOS	LUZP4	ppi	11
FOS	TSC22D3	ppi	11
FOS	JUNB	ppi	11
FOS	USF1	ppi	11
FOS	USF2	ppi	11
FOS	ARL6IP4	ppi	11
FOS	DNMT3L	ppi	11
FOS	MAF	ppi	11
FOS	MAZ	ppi	11
FOS	JUN	ppi	11
FOS	RUNX1	ppi	11
FOS	RPS6KA2	ppi	11
FOS	KDM2B	ppi	11
FOS	ATF3	ppi	11
FOS	RUNX2	ppi	11
FOS	CEBPE	ppi	11
FOS	MAFB	ppi	11
ATF5	CEBPE	ppi	11
USF2	USF1	ppi	11
USF2	MAF	ppi	11
APLP2	JUNB	ppi	11
APLP2	ETS1	ppi	11
APLP2	JUN	ppi	11
C19orf68	JUNB	ppi	11
DNMT3L	JUNB	ppi	11
DNMT3L	FOSL1	ppi	11
DNMT3L	EGR1	ppi	11
DNMT3L	ETS1	ppi	11
DNMT3L	JUN	ppi	11
DNMT3L	ATF3	ppi	11
DNMT3L	HOXA5	ppi	11
ARL6IP4	ETS1	ppi	11
MED23	ETS1	ppi	11
IL7	CEBPE	ppi	11
USF1	FOSL1	ppi	11
ETS1	MAF	ppi	11
ETS1	JUN	ppi	11
ETS1	RUNX2	ppi	11
ATF3	JUNB	ppi	11
ATF3	FOSL1	ppi	11
ATF3	JUN	ppi	11
ATF3	CEBPE	ppi	11
GTF2A1L	HOXA5	ppi	11
GTF2A1L	CEBPE	ppi	11
CEBPE	FOSL1	ppi	11
CEBPE	JUN	ppi	11
CEBPE	KDM2B	ppi	11
CEBPE	BATF2	ppi	11
MAFB	FOSL1	ppi	11
MAFB	MAF	ppi	11
TSC22D3	JUN	ppi	11
BATF2	JUNB	ppi	11
BATF2	JUN	ppi	11
RUNX1	JUN	ppi	11
MAZ	JUN	ppi	11
FOSL1	JUNB	ppi	11
FOSL1	MAF	ppi	11
FOSL1	JUN	ppi	11
JUNB	ZNF595	ppi	11
SOX9	MAF	ppi	11
SOX9	RUNX2	ppi	11
RUNX2	JUN	ppi	11
RPS6KA2	JUN	ppi	11
IRAK3	CD14	ppi	12
IRAK3	FOLR1	ppi	12
BST1	LBP	ppi	12
GALNT12	MUC5AC	ppi	12
C8A	CD59	ppi	12
CD59	C9	ppi	12
LYZ	CLU	ppi	12
LYZ	LTF	ppi	12
GALNT14	MUC7	ppi	12
GALNT14	MUC5AC	ppi	12
ADCYAP1R1	CLU	ppi	12
C9	CLU	ppi	12
EPPIN	CLU	ppi	12
EPPIN	LTF	ppi	12
MUC7	LTF	ppi	12
LBP	CD14	ppi	12
LTF	CD14	ppi	12
LTF	CP	ppi	12
EN2	FOXA2	ppi	13
GSC	FOXA2	ppi	13
LHX1	FOXA2	ppi	13
LHX1	OTX2	ppi	13
FOXA2	OTX2	ppi	13
MYB	PPM1K	ppi	14
MYB	CREBBP	ppi	14
MYB	SKI	ppi	14
MYB	HLF	ppi	14
CREBBP	HMGB1	ppi	14
CREBBP	HOXD10	ppi	14
CREBBP	HOXD13	ppi	14
CREBBP	HOXB4	ppi	14
HOXD10	HMGB1	ppi	14
HOXD11	HMGB1	ppi	14
NCF2	CYBA	ppi	15
NCF2	NCF4	ppi	15
NCF2	PRKCD	ppi	15
NCF2	NCF1	ppi	15
NCF2	S100A8	ppi	15
NCF2	S100A9	ppi	15
MGAM	NCF1	ppi	15
MYO1B	PTEN	ppi	15
EEF2	PTEN	ppi	15
RPL22L1	PTEN	ppi	15
ATP5A1	PTEN	ppi	15
METTL26	PTEN	ppi	15
CD6	LGALS3	ppi	15
CD6	LGALS1	ppi	15
CD6	ALCAM	ppi	15
HSD17B1	PTEN	ppi	15
GSTM2	PTEN	ppi	15
CYBA	NCF4	ppi	15
CYBA	NCF1	ppi	15
PTEN	RPL10A	ppi	15
PTEN	PELO	ppi	15
PTEN	TXN	ppi	15
PTEN	NCF1	ppi	15
PTEN	S100A8	ppi	15
PTEN	LGALS1	ppi	15
PTEN	S100A9	ppi	15
PTEN	OTUD3	ppi	15
PTEN	NDFIP1	ppi	15
PTEN	SSR4	ppi	15
PTEN	MYOF	ppi	15
PTEN	KBTBD4	ppi	15
PTEN	SLC25A5	ppi	15
ALCAM	LGALS3	ppi	15
ALCAM	LGALS1	ppi	15
TXN	NCF4	ppi	15
FCGR2A	LGALS3	ppi	15
S100A9	S100A8	ppi	15
PDCD11	S100A8	ppi	15
PRKCD	NCF1	ppi	15
NCF1	NOXA1	ppi	15
NCF1	NCF4	ppi	15
LGALS3	C1GALT1C1	ppi	15
EDN1	EDNRA	ppi	16
CACNA1D	CALB1	ppi	16
COPS5	ITGB2	ppi	16
