source	target	link	AMI_number
COPS5	RANBP9	ppi	16
COPS5	S100A7	ppi	16
COPS5	EDNRA	ppi	16
ITGB2	RANBP9	ppi	16
S100A7	RANBP9	ppi	16
IMPA1	CALB1	ppi	16
RANBP9	CALB1	ppi	16
TGM2	HSPA1A	ppi	17
TGM2	PLCD1	ppi	17
TGM2	SLC7A9	ppi	17
SMG6	TERT	ppi	17
ACAA2	TERT	ppi	17
BAG1	HBEGF	ppi	17
BAG1	HSPA1A	ppi	17
USP50	HSP90AA1	ppi	17
TERT	HSP90AA1	ppi	17
TERT	SMG5	ppi	17
TERT	SLC7A11	ppi	17
TERT	GLA	ppi	17
TERT	TIMM21	ppi	17
TERT	DDX51	ppi	17
APAF1	HSP90AA1	ppi	17
RPS3	HSP90AA1	ppi	17
HSPA1A	HSP90AA1	ppi	17
NRDC	HBEGF	ppi	17
TNC	NCAN	ppi	18
CNTN1	CNTN2	ppi	18
NCAN	TNR	ppi	18
NCAN	CNTN2	ppi	18
TNR	ACAN	ppi	18
