source	target	link	AMI_number
CD44	EZR	ppi	2
ITGAD	ICAM3	ppi	2
SLC9A3R1	MSN	ppi	2
SLC9A3R1	ABCC2	ppi	2
SLC9A3R1	EZR	ppi	2
SLC9A3R1	SLC4A8	ppi	2
SLC9A3R1	PTH1R	ppi	2
PODXL2	SELL	ppi	2
PTH1R	PTH	ppi	2
PTH1R	PTHLH	ppi	2
AZIN1	ABCC2	ppi	2
SLC9A2	CHP1	ppi	2
SLC4A8	CA2	ppi	2
SELL	MSN	ppi	2
SELL	EZR	ppi	2
SELL	CFH	ppi	2
EZR	MSN	ppi	2
EZR	ICAM3	ppi	2
ICAM3	MSN	ppi	2
HSPA5	KRT8	ppi	3
HSPA5	UCHL5	ppi	3
HSPA5	KRT14	ppi	3
BTN3A3	CTSL	ppi	3
KRT1	LOR	ppi	3
KRT1	CSTA	ppi	3
KRT1	PI3	ppi	3
KRT1	IVL	ppi	3
DSG3	PKP3	ppi	3
DSC2	PKP3	ppi	3
SERPINB3	CTSL	ppi	3
SERPINB3	UCHL5	ppi	3
SERPINB3	CTSK	ppi	3
SMG7	FGFR3	ppi	3
CTSK	FGFR3	ppi	3
QRSL1	KRT8	ppi	3
FGFR3	CCDC17	ppi	3
FGFR3	KRT8	ppi	3
FGFR3	BORA	ppi	3
FGFR3	FGF9	ppi	3
LOR	CSTA	ppi	3
LOR	PI3	ppi	3
LOR	IVL	ppi	3
UCHL5	DSC3	ppi	3
UCHL5	CSTA	ppi	3
UCHL5	IVL	ppi	3
UCHL5	CTSD	ppi	3
CSTA	CTSL	ppi	3
CSTA	PI3	ppi	3
CSTA	IVL	ppi	3
PNN	KRT18	ppi	3
PNN	KRT8	ppi	3
DSC3	PKP4	ppi	3
DSC3	PKP3	ppi	3
KRT8	KRT18	ppi	3
KRT18	PKP3	ppi	3
SERPINA5	PLAT	ppi	4
SERPINA5	PLAU	ppi	4
AMBP	COX8A	ppi	4
AMBP	ENO1	ppi	4
COL2A1	PKD1	ppi	4
COL2A1	MAG	ppi	4
COL2A1	PRELP	ppi	4
COL2A1	PDGFB	ppi	4
COL2A1	PDGFA	ppi	4
COL2A1	COCH	ppi	4
SERPINB2	PLAU	ppi	4
SERPINE2	PLAU	ppi	4
CAV1	PDGFRA	ppi	4
CAV1	DAG1	ppi	4
LAMA1	HSPG2	ppi	4
LAMA1	PLAT	ppi	4
LAMA1	PLG	ppi	4
LAMA1	ITGA2	ppi	4
PLAU	SERPINE1	ppi	4
PLAU	PLAT	ppi	4
PLAU	PDGFC	ppi	4
PLAU	SCAMP5	ppi	4
COL5A1	MAG	ppi	4
COL5A1	SPARC	ppi	4
COL5A1	PDGFB	ppi	4
COL5A1	PDGFA	ppi	4
COL7A1	FN1	ppi	4
COL7A1	COL1A1	ppi	4
COL7A1	LAMA5	ppi	4
COL7A1	COL4A1	ppi	4
COL7A1	LAMB3	ppi	4
COL7A1	LAMC2	ppi	4
CAV3	PDGFRA	ppi	4
CAV3	DAG1	ppi	4
SERPINI1	PLAT	ppi	4
ITGA2	COL1A2	ppi	4
PSENEN	THBD	ppi	4
PLG	FN1	ppi	4
PLG	SERPINE1	ppi	4
PLG	LAMA3	ppi	4
PLG	F3	ppi	4
PLG	F10	ppi	4
PLG	ENO1	ppi	4
PLG	SPARC	ppi	4
FGA	PLAT	ppi	4
FGA	NID1	ppi	4
LAMA3	PLAT	ppi	4
LAMA3	SDC2	ppi	4
ACHE	COL4A1	ppi	4
ACHE	ENO1	ppi	4
SERPINE1	F2	ppi	4
SERPINE1	PLAT	ppi	4
COL6A1	MAG	ppi	4
COL6A1	PDGFB	ppi	4
COL6A1	PDGFA	ppi	4
NID1	COL1A1	ppi	4
NID1	COL4A1	ppi	4
COL3A1	MAG	ppi	4
COL3A1	SPARC	ppi	4
COL3A1	PDGFB	ppi	4
COL3A1	PDGFA	ppi	4
FN1	REG3A	ppi	4
FN1	COL1A1	ppi	4
FN1	HSPG2	ppi	4
FN1	PKD1	ppi	4
FN1	PLAT	ppi	4
FN1	SDC2	ppi	4
F7	F3	ppi	4
F7	F10	ppi	4
PDGFA	COL1A2	ppi	4
PDGFA	PDGFRA	ppi	4
PDGFA	COL1A1	ppi	4
PDGFA	HSPG2	ppi	4
PDGFA	COL4A1	ppi	4
PDGFA	PDGFB	ppi	4
LAMA5	DAG1	ppi	4
SPARC	COL1A1	ppi	4
SPARC	PDGFB	ppi	4
SDC2	REG3A	ppi	4
COL1A2	PDGFB	ppi	4
PDGFRA	PDGFB	ppi	4
PDGFRA	PDGFC	ppi	4
PDGFRA	ULBP2	ppi	4
F10	PLAT	ppi	4
LAMA2	DAG1	ppi	4
PDGFB	COL1A1	ppi	4
PDGFB	HSPG2	ppi	4
PDGFB	COL4A1	ppi	4
COCH	COL1A1	ppi	4
COCH	COL4A1	ppi	4
MAG	COL1A1	ppi	4
MAG	COL4A1	ppi	4
PDGFC	PLAT	ppi	4
NID2	COL1A1	ppi	4
NID2	HSPG2	ppi	4
NID2	COL4A1	ppi	4
HSPG2	PRELP	ppi	4
THBD	F2	ppi	4
PKD1	COL1A1	ppi	4
PRELP	COL1A1	ppi	4
RXRA	RAD54L2	ppi	5
RXRA	RARA	ppi	5
RXRA	NRIP1	ppi	5
RXRA	NRBF2	ppi	5
RXRA	PPARA	ppi	5
RXRA	NCOA3	ppi	5
RXRA	NCOA4	ppi	5
RXRA	TDG	ppi	5
RXRA	NCOR2	ppi	5
RXRA	PPARG	ppi	5
RXRA	NCOA1	ppi	5
RXRA	NCOA2	ppi	5
RXRA	NSD1	ppi	5
RXRA	KLF5	ppi	5
RXRA	VDR	ppi	5
RXRA	SRF	ppi	5
RXRA	TRIP4	ppi	5
RXRA	RARG	ppi	5
RXRA	NR3C2	ppi	5
RXRA	MED24	ppi	5
RXRA	NR2F6	ppi	5
RXRA	MED25	ppi	5
RXRA	ROBO4	ppi	5
RXRA	SMARCD3	ppi	5
RXRA	JAZF1	ppi	5
RXRA	ALOX15B	ppi	5
KDM5A	RARA	ppi	5
KDM5A	NR3C1	ppi	5
KDM5A	VDR	ppi	5
PNRC1	RARB	ppi	5
PNRC1	HNF4A	ppi	5
PNRC1	RARG	ppi	5
RAD54L2	NR3C1	ppi	5
RAD54L2	PPARG	ppi	5
NCOA3	RARA	ppi	5
NCOA3	NR3C1	ppi	5
NCOA3	PPARA	ppi	5
NCOA3	NCOR2	ppi	5
NCOA3	PPARG	ppi	5
NCOA3	ESRRB	ppi	5
NCOA3	VDR	ppi	5
NCOA3	RARG	ppi	5
NCOA3	NKX2-1	ppi	5
NCOA3	NR2F1	ppi	5
JAZF1	NR2C2	ppi	5
JAZF1	PPARG	ppi	5
RXRG	RARB	ppi	5
RXRG	RARA	ppi	5
RXRG	PPARA	ppi	5
RXRG	NCOR2	ppi	5
RXRG	VDR	ppi	5
RXRG	SRF	ppi	5
RXRG	RARG	ppi	5
NRBF2	RARA	ppi	5
NRBF2	PPARA	ppi	5
NR2C2	RXRB	ppi	5
NR2C2	HNF4A	ppi	5
NR2F6	NR3C1	ppi	5
NR2F6	NCOA1	ppi	5
NR2F6	NSD1	ppi	5
NR2F6	NR2F2	ppi	5
NR2F6	RARG	ppi	5
HR	RARB	ppi	5
HR	RARA	ppi	5
HR	VDR	ppi	5
ONECUT1	NR3C1	ppi	5
RARG	RXRB	ppi	5
RARG	NCOR2	ppi	5
RARG	NCOA1	ppi	5
RARG	ARID1A	ppi	5
RARG	ITGB1BP2	ppi	5
RARG	MAP6	ppi	5
RARG	SMARCD3	ppi	5
ACSL1	NR3C2	ppi	5
NR0B1	NRIP1	ppi	5
NR0B1	NR3C1	ppi	5
NR0B1	SREBF1	ppi	5
NR0B1	PPARG	ppi	5
IRX4	RARA	ppi	5
NKX2-1	RARA	ppi	5
NKX2-1	NCOA1	ppi	5
NKX2-1	NCOA2	ppi	5
SREBF1	HNF4A	ppi	5
SREBF1	MED14	ppi	5
SREBF1	MED24	ppi	5
SREBF1	MED25	ppi	5
SREBF1	SMARCD3	ppi	5
SREBF1	ZBTB7C	ppi	5
TDG	RARA	ppi	5
TDG	NR3C1	ppi	5
TDG	VDR	ppi	5
NCOA4	NR3C1	ppi	5
NCOA4	PPARG	ppi	5
NCOA4	VDR	ppi	5
MECR	RARA	ppi	5
MECR	PPARA	ppi	5
CHD9	PPARA	ppi	5
ITGB1BP2	RARA	ppi	5
TRIP4	RARA	ppi	5
TRIP4	PPARG	ppi	5
TRIP4	NCOA1	ppi	5
TRIP4	SRF	ppi	5
TRIP4	NR2F2	ppi	5
NCOA1	RARB	ppi	5
NCOA1	RARA	ppi	5
NCOA1	RXRB	ppi	5
NCOA1	NR3C1	ppi	5
NCOA1	PPARA	ppi	5
NCOA1	HNF4A	ppi	5
NCOA1	PPARG	ppi	5
NCOA1	ARID1A	ppi	5
NCOA1	VDR	ppi	5
NCOA1	SRF	ppi	5
NCOA1	NR6A1	ppi	5
NCOA1	NR3C2	ppi	5
NR2F1	NCOA2	ppi	5
NR2F1	NSD1	ppi	5
RARA	NRIP1	ppi	5
RARA	RXRB	ppi	5
RARA	NCOR2	ppi	5
RARA	NCOA2	ppi	5
RARA	NSD1	ppi	5
RARA	ARID1A	ppi	5
RARA	KLF5	ppi	5
RARA	SRF	ppi	5
RARA	MED25	ppi	5
RARA	SMARCD3	ppi	5
ALOX15B	PPARG	ppi	5
NRIP1	RXRB	ppi	5
NRIP1	NR3C1	ppi	5
NRIP1	PPARA	ppi	5
NRIP1	HNF4A	ppi	5
NRIP1	PPARG	ppi	5
NRIP1	ESRRB	ppi	5
NRIP1	VDR	ppi	5
POU1F1	NR3C1	ppi	5
POU1F1	PPARA	ppi	5
POU1F1	PPARG	ppi	5
POU1F1	VDR	ppi	5
ESRRB	NCOA2	ppi	5
NCOR2	RARB	ppi	5
NCOR2	NR3C1	ppi	5
NCOR2	PPARA	ppi	5
NCOR2	HNF4A	ppi	5
NCOR2	PPARG	ppi	5
NCOR2	KLF5	ppi	5
NCOR2	VDR	ppi	5
NCOR2	SRF	ppi	5
SMARCD3	RARB	ppi	5
SMARCD3	PPARG	ppi	5
RARB	RXRB	ppi	5
RARB	ARID1A	ppi	5
RARB	MAP6	ppi	5
CEP350	PPARA	ppi	5
CEP350	PPARG	ppi	5
NSD1	PPARG	ppi	5
NSD1	VDR	ppi	5
NSD1	NR2F2	ppi	5
NSD1	NR6A1	ppi	5
ZNHIT3	HNF4A	ppi	5
ZNHIT3	PPARG	ppi	5
MED24	PPARA	ppi	5
MED24	HNF4A	ppi	5
MED24	PPARG	ppi	5
HELZ2	PPARA	ppi	5
NR3C1	RXRB	ppi	5
NR3C1	NCOA2	ppi	5
NR3C1	NR2F2	ppi	5
NR3C1	DAP3	ppi	5
NR3C1	NR3C2	ppi	5
NR3C1	MED14	ppi	5
NR3C1	MED25	ppi	5
NR3C1	ZBTB20	ppi	5
HNF4A	NCOA2	ppi	5
HNF4A	MED10	ppi	5
HNF4A	MED14	ppi	5
HNF4A	MED16	ppi	5
KLF5	PPARG	ppi	5
PPARA	FABP1	ppi	5
PPARA	TNP1	ppi	5
PPARA	NCOA2	ppi	5
PPARA	DAP3	ppi	5
TNP1	PPARG	ppi	5
NCOA2	PPARG	ppi	5
NCOA2	VDR	ppi	5
ZBTB20	PPARG	ppi	5
FABP1	PPARG	ppi	5
RXRB	PPARG	ppi	5
RXRB	VDR	ppi	5
PPARG	VDR	ppi	5
PPARG	ROBO4	ppi	5
VDR	MED14	ppi	5
VDR	MMRN2	ppi	5
LETMD1	HCK	ppi	6
CDH5	EGFR	ppi	6
CDH5	PTPRB	ppi	6
ABL1	RYBP	ppi	6
ABL1	AR	ppi	6
ABL1	EGFR	ppi	6
ABL1	CBL	ppi	6
ABL1	NTRK1	ppi	6
ABL1	BCAR1	ppi	6
ABL1	RAPGEF1	ppi	6
ABL1	ERBB3	ppi	6
ABL1	ERBB2	ppi	6
ABL1	KIT	ppi	6
ABL1	ZDHHC16	ppi	6
ABL1	TUB	ppi	6
ABL1	GPX1	ppi	6
ABL1	SHE	ppi	6
ABL1	CDON	ppi	6
ABL1	SPRR2A	ppi	6
RASA1	HCK	ppi	6
RASA1	LCK	ppi	6
RASA1	AR	ppi	6
RASA1	EGFR	ppi	6
RASA1	ERBB3	ppi	6
RASA1	ERBB2	ppi	6
RASA1	KIT	ppi	6
BANK1	LYN	ppi	6
CENPV	LYN	ppi	6
RAPGEF1	HCK	ppi	6
RAPGEF1	EGFR	ppi	6
RAPGEF1	BCAR1	ppi	6
SHC3	AR	ppi	6
SHC3	EGFR	ppi	6
SHC3	ERBB3	ppi	6
SHC3	ERBB2	ppi	6
SHC3	KIT	ppi	6
DCBLD2	EGFR	ppi	6
RYBP	ZFP42	ppi	6
STAP2	CSF1R	ppi	6
STAP2	EGFR	ppi	6
STAP2	CBL	ppi	6
AR	HCK	ppi	6
AR	LCK	ppi	6
AR	PIK3R3	ppi	6
AR	FGR	ppi	6
AR	LYN	ppi	6
AR	BTK	ppi	6
AR	VAV3	ppi	6
AR	PLCG2	ppi	6
AR	NLRP10	ppi	6
AR	MED12L	ppi	6
AR	SHE	ppi	6
AR	SHC4	ppi	6
APBB2	EGFR	ppi	6
NEO1	PTK2	ppi	6
BTK	FYN	ppi	6
BTK	HCK	ppi	6
BTK	CBL	ppi	6
BTK	LYN	ppi	6
BTK	TLR8	ppi	6
BTK	TLR6	ppi	6
NRG1	EGFR	ppi	6
NRG1	ERBB3	ppi	6
NRG1	ERBB2	ppi	6
SUPT6H	ERBB2	ppi	6
CLCN6	ERBB2	ppi	6
TRAT1	FYN	ppi	6
TRAT1	LCK	ppi	6
TRAT1	LYN	ppi	6
VAV3	ERBB3	ppi	6
VAV3	ERBB2	ppi	6
VAV3	KIT	ppi	6
TTC9B	ERBB2	ppi	6
LCK	CBL	ppi	6
LCK	PTPRB	ppi	6
LCK	BCAR1	ppi	6
LCK	KIT	ppi	6
LCK	PECAM1	ppi	6
LCK	PTPN22	ppi	6
ERBB2	FYN	ppi	6
ERBB2	PIK3R3	ppi	6
ERBB2	DOK6	ppi	6
ERBB2	CBL	ppi	6
ERBB2	PTPRB	ppi	6
ERBB2	SHC2	ppi	6
ERBB2	FGR	ppi	6
ERBB2	ERBB3	ppi	6
ERBB2	TLN1	ppi	6
ERBB2	EGF	ppi	6
ERBB2	IRS4	ppi	6
ERBB2	SLA	ppi	6
ERBB2	PLCG2	ppi	6
ERBB2	SH2B3	ppi	6
ERBB2	RIN2	ppi	6
ERBB2	SH2D3A	ppi	6
ERBB2	TXK	ppi	6
ERBB2	SH2D5	ppi	6
ERBB2	DOK4	ppi	6
ERBB2	PTPN22	ppi	6
ERBB2	MTCH1	ppi	6
ERBB2	MUCL1	ppi	6
SPRR2A	HCK	ppi	6
SLA	EGFR	ppi	6
SLA	CBL	ppi	6
SH2D3A	EGFR	ppi	6
PLCG2	FYN	ppi	6
PLCG2	EGFR	ppi	6
PLCG2	LYN	ppi	6
PLCG2	KIT	ppi	6
TXK	ERBB3	ppi	6
TXK	KIT	ppi	6
KIT	HCK	ppi	6
KIT	PIK3R3	ppi	6
KIT	SHC2	ppi	6
KIT	FGR	ppi	6
KIT	LYN	ppi	6
KIT	SH2B3	ppi	6
KIT	KITLG	ppi	6
KIT	SHC4	ppi	6
PTPRR	PDGFRB	ppi	6
PTPRR	CDH2	ppi	6
CBL	FYN	ppi	6
CBL	HCK	ppi	6
CBL	CSF1R	ppi	6
CBL	EGFR	ppi	6
CBL	PTPRB	ppi	6
CBL	LYN	ppi	6
ATIC	EGFR	ppi	6
SHC2	EGFR	ppi	6
PDGFRB	PTPRB	ppi	6
PDGFRB	GRB14	ppi	6
PDGFRB	PTPN22	ppi	6
ERBB3	HCK	ppi	6
ERBB3	PIK3R3	ppi	6
ERBB3	EGF	ppi	6
ERBB3	SH2B3	ppi	6
EGF	EGFR	ppi	6
FGR	EGFR	ppi	6
GAB3	FYN	ppi	6
GAB3	LYN	ppi	6
LYN	PTK2	ppi	6
LYN	EGFR	ppi	6
LYN	NDFIP2	ppi	6
LYN	RPL10	ppi	6
LYN	GP6	ppi	6
LYN	PDE4A	ppi	6
LYN	SPHK2	ppi	6
EGFR	HCK	ppi	6
EGFR	PTK2	ppi	6
EGFR	PIK3R3	ppi	6
EGFR	DOK6	ppi	6
EGFR	PTPRB	ppi	6
EGFR	COL9A3	ppi	6
EGFR	TLN1	ppi	6
EGFR	GRB14	ppi	6
EGFR	IRS4	ppi	6
EGFR	SH2B3	ppi	6
EGFR	RIN2	ppi	6
EGFR	DOK4	ppi	6
EGFR	SHC4	ppi	6
EGFR	PTPN22	ppi	6
CSF1R	FYN	ppi	6
NTRK1	PTPRB	ppi	6
NTRK1	PTPN22	ppi	6
SKAP2	FYN	ppi	6
SKAP2	PTPN22	ppi	6
GP6	FYN	ppi	6
SPHK2	FYN	ppi	6
FYN	BCAR1	ppi	6
FYN	RPL10	ppi	6
CDH2	PTPRB	ppi	6
CDH2	PTPN22	ppi	6
GRB14	HCK	ppi	6
TLN1	PTK2	ppi	6
PTK2	HCK	ppi	6
PTK2	BCAR1	ppi	6
PTK2	DOK4	ppi	6
RPL10	HCK	ppi	6
HCK	BCAR1	ppi	6
HOXB1	PAX6	ppi	7
FOXD3	POU5F1	ppi	7
MITF	LEF1	ppi	7
MITF	PAX6	ppi	7
ZDHHC2	MSX2	ppi	7
MSX2	DLX2	ppi	7
MSX2	TLE1	ppi	7
MSX2	MSX1	ppi	7
MSX2	DLX5	ppi	7
CDX1	SOX2	ppi	7
CDX1	LEF1	ppi	7
TLE1	LEF1	ppi	7
TLE1	SIX3	ppi	7
DLX2	MSX1	ppi	7
DLX2	DLX5	ppi	7
DLX2	HOXC8	ppi	7
POU5F1	SOX2	ppi	7
PAX6	SIX3	ppi	7
PITX2	LEF1	ppi	7
HOXC8	MSX1	ppi	7
HOXC8	DLX5	ppi	7
DLX5	MSX1	ppi	7
SIX3	NR4A3	ppi	7
PSMC3IP	TGFB1	ppi	8
PSMC3IP	BCAR3	ppi	8
PSMC3IP	FGFR4	ppi	8
FGFR2	BEX2	ppi	8
FGFR2	HOXC6	ppi	8
FGFR2	ERRFI1	ppi	8
FGFR2	FGF10	ppi	8
FGFR2	MTA3	ppi	8
FGFR2	PDLIM2	ppi	8
FGFR2	RASL10B	ppi	8
FGFR2	ANOS1	ppi	8
BEX2	BCAR3	ppi	8
PDLIM2	TGFB1	ppi	8
PDLIM2	BCAR3	ppi	8
PDLIM2	FGFR4	ppi	8
RASL10B	FGFR4	ppi	8
DIRAS3	TGFB1	ppi	8
DIRAS3	WT1	ppi	8
DIRAS3	FGFR4	ppi	8
FGF19	FGFR4	ppi	8
HOXC6	TGFB1	ppi	8
HOXC6	BCAR3	ppi	8
MTA3	TGFB1	ppi	8
MTA3	BCAR3	ppi	8
MTA3	FGFR4	ppi	8
STK11	THRSP	ppi	8
STK11	KLK7	ppi	8
THRSP	TGFB1	ppi	8
THRSP	BCAR3	ppi	8
THRSP	WT1	ppi	8
THRSP	FGFR4	ppi	8
BCAR3	ERRFI1	ppi	8
FGFR4	ERRFI1	ppi	8
TGFB1	KLK7	ppi	8
KLK7	WT1	ppi	8
NOG	BMP7	ppi	9
NOG	BMP2	ppi	9
NOG	GDF5	ppi	9
TGFBR1	FKBP1A	ppi	9
TGFBR1	TGFBR2	ppi	9
TGFBR1	BMPR2	ppi	9
TGFBR1	ENG	ppi	9
TGFBR1	BAMBI	ppi	9
GDF5	BMPR2	ppi	9
GDF5	BMPR1A	ppi	9
GDF5	BMPR1B	ppi	9
ACVRL1	FKBP1A	ppi	9
ACVRL1	BAMBI	ppi	9
TGFBR2	FSTL1	ppi	9
TGFBR2	ACVR1	ppi	9
TGFBR2	ENG	ppi	9
BMPR1B	BMP7	ppi	9
BMPR1B	BMP4	ppi	9
BMPR1B	BMP2	ppi	9
BMPR1B	BAMBI	ppi	9
BAMBI	ACVR1	ppi	9
BAMBI	BMPR1A	ppi	9
BAMBI	ACVR1B	ppi	9
INHBA	FSTL1	ppi	9
INHBA	CHRDL2	ppi	9
BMP7	ACVR1	ppi	9
BMP7	BMPR1A	ppi	9
BMPR2	ACVR1	ppi	9
BMPR2	BMP4	ppi	9
BMPR2	BMP2	ppi	9
BMPR2	ACVR1B	ppi	9
WFIKKN1	BMP4	ppi	9
WFIKKN1	BMP2	ppi	9
FKBP1A	BMPR1A	ppi	9
FKBP1A	ACVR1B	ppi	9
BMP2	FSTL1	ppi	9
BMP2	BMPR1A	ppi	9
BMP2	WFIKKN2	ppi	9
BMP4	FSTL1	ppi	9
BMP4	BMPR1A	ppi	9
BMP4	WFIKKN2	ppi	9
BMPR1A	FSTL1	ppi	9
BMPR1A	ACVR1	ppi	9
FOSL1	JUNB	ppi	10
FOSL1	USF1	ppi	10
FOSL1	DNMT3L	ppi	10
FOSL1	MAF	ppi	10
FOSL1	JUN	ppi	10
FOSL1	CEBPE	ppi	10
FOSL1	MAFB	ppi	10
DNMT3L	FOS	ppi	10
DNMT3L	JUNB	ppi	10
DNMT3L	EGR1	ppi	10
DNMT3L	ETS1	ppi	10
DNMT3L	JUN	ppi	10
DNMT3L	HOXA5	ppi	10
SRA1	FOS	ppi	10
SRA1	EGR1	ppi	10
SRA1	ETS1	ppi	10
RUNX1	FOS	ppi	10
RUNX1	JUN	ppi	10
TSC22D3	FOS	ppi	10
TSC22D3	JUN	ppi	10
ATF5	CEBPE	ppi	10
IL7	CEBPE	ppi	10
FOS	LUZP4	ppi	10
FOS	JUNB	ppi	10
FOS	USF1	ppi	10
FOS	USF2	ppi	10
FOS	ARL6IP4	ppi	10
FOS	MAF	ppi	10
FOS	MAZ	ppi	10
FOS	JUN	ppi	10
FOS	RPS6KA2	ppi	10
FOS	KDM2B	ppi	10
FOS	RUNX2	ppi	10
FOS	CEBPE	ppi	10
FOS	MAFB	ppi	10
APLP2	JUNB	ppi	10
APLP2	ETS1	ppi	10
APLP2	JUN	ppi	10
RUNX2	ETS1	ppi	10
RUNX2	SOX9	ppi	10
RUNX2	JUN	ppi	10
ETS1	ARL6IP4	ppi	10
ETS1	MAF	ppi	10
ETS1	JUN	ppi	10
ETS1	MED23	ppi	10
USF2	USF1	ppi	10
USF2	MAF	ppi	10
CEBPE	JUN	ppi	10
CEBPE	KDM2B	ppi	10
JUNB	C19orf68	ppi	10
JUNB	ZNF595	ppi	10
MAFB	MAF	ppi	10
MAF	SOX9	ppi	10
JUN	MAZ	ppi	10
JUN	RPS6KA2	ppi	10
JAK1	IGF1R	ppi	11
JAK1	IL6ST	ppi	11
JAK1	SOCS3	ppi	11
JAK1	RACK1	ppi	11
JAK1	IFNGR1	ppi	11
JAK1	IL2RB	ppi	11
IL27RA	STAT1	ppi	11
IFNGR2	JAK2	ppi	11
IFNGR2	IFNG	ppi	11
NTRK2	NTF3	ppi	11
NTRK2	SHC1	ppi	11
NTRK2	FRS2	ppi	11
NTRK2	SH2B1	ppi	11
NTRK2	BDNF	ppi	11
NTRK3	NTF3	ppi	11
NTRK3	SHC1	ppi	11
NTRK3	FRS2	ppi	11
CAMP	IGF1R	ppi	11
SHC1	IGF1R	ppi	11
SHC1	IL6ST	ppi	11
SHC1	RET	ppi	11
SHC1	JAK2	ppi	11
SHC1	IL2RB	ppi	11
IL6ST	SOCS3	ppi	11
IL6ST	CNTFR	ppi	11
IL15	IL2RB	ppi	11
GFRA1	GDNF	ppi	11
GFRA1	SOCS3	ppi	11
GFRA1	RET	ppi	11
GFRA1	NRTN	ppi	11
MT-ND4L	STAT1	ppi	11
NTF3	BDNF	ppi	11
IGF1R	SOCS3	ppi	11
IGF1R	SH2B1	ppi	11
IGF1R	AMY2A	ppi	11
JAK2	STAT1	ppi	11
JAK2	SOCS3	ppi	11
JAK2	SH2B1	ppi	11
IL2RB	STAT1	ppi	11
IL2RB	SOCS3	ppi	11
IL2RB	RACK1	ppi	11
IFNGR1	IFNG	ppi	11
RACK1	STAT1	ppi	11
RET	FAU	ppi	11
RET	FRS2	ppi	11
STAT1	PRMT3	ppi	11
EPPIN	CLU	ppi	12
EPPIN	LTF	ppi	12
CP	LTF	ppi	12
ADCYAP1R1	CLU	ppi	12
CD59	C8A	ppi	12
CD59	C9	ppi	12
MUC7	LTF	ppi	12
MUC7	GALNT14	ppi	12
CD14	LTF	ppi	12
CD14	LBP	ppi	12
CD14	IRAK3	ppi	12
BST1	LBP	ppi	12
LTF	LYZ	ppi	12
MUC5AC	GALNT14	ppi	12
MUC5AC	GALNT12	ppi	12
IRAK3	FOLR1	ppi	12
LYZ	CLU	ppi	12
CLU	C9	ppi	12
FOXA2	EN2	ppi	13
FOXA2	LHX1	ppi	13
FOXA2	GSC	ppi	13
FOXA2	OTX2	ppi	13
LHX1	OTX2	ppi	13
HLF	MYB	ppi	14
HMGB1	CREBBP	ppi	14
HMGB1	HOXD10	ppi	14
HMGB1	HOXD11	ppi	14
CREBBP	MYB	ppi	14
CREBBP	HOXD10	ppi	14
CREBBP	HOXD13	ppi	14
CREBBP	HOXB4	ppi	14
SKI	MYB	ppi	14
PPM1K	MYB	ppi	14
