Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
d014807	Calcitriol	D002117	32222-06-3	ACBD4	79777	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACBD7	414149	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACIN1	22985	Homo sapiens	9606	12798352
d014807	Calcitriol	D002117	32222-06-3	ACKR3	57007	Homo sapiens	9606	16002434|21592394
d014807	Calcitriol	D002117	32222-06-3	ACOT11	26027	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACOX2	8309	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACOX3	8310	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACP5	54	Homo sapiens	9606	21985997
d014807	Calcitriol	D002117	32222-06-3	ACSL3	2181	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACSS3	79611	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACTA1	58	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACTA2	59	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ACTG2	72	Homo sapiens	9606	21592394|26485663
d014807	Calcitriol	D002117	32222-06-3	ADAM19	8728	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADAM2	2515	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ADAM22	53616	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ADAM28	10863	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADAM33	80332	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADAM8	101	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADAMTS20	80070	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADAMTS9	56999	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADCY7	113	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADGRB2	576	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ADGRE3	84658	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADGRE5	976	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADGRF4	221393	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADGRG1	9289	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADGRV1	84059	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADIPOQ	9370	Homo sapiens	9606	19918113
d014807	Calcitriol	D002117	32222-06-3	ADORA1	134	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ADORA2B	136	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ADORA3	140	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ADRA1B	147	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ADRB2	154	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	AFDN	4301	Homo sapiens	9606	26485663
