multiplex	node	score
2	WP:000000	0.012225867897120875
2	WP:WP4172	0.0007640042641425706
2	WP:WP3932	0.000745204329706053
2	WP:WP2882	0.0007014986388331673
2	WP:WP2877	0.0006875034853357404
2	WP:WP3888	0.0006546403672751087
2	WP:WP706	0.0006338683337516519
2	WP:WP4754	0.0006085473286310066
2	WP:WP2064	0.0005995303278167538
2	WP:WP716	0.0004645810385606002
2	WP:WP2853	0.00044820762658956143
2	WP:WP306	0.00044285420882566635
2	WP:WP2806	0.00042725995621149235
2	WP:WP3594	0.000417425327299662
2	WP:WP236	0.00041195004905699573
2	WP:WP2858	0.00040062041638831486
2	WP:WP289	0.0003909392012657889
2	WP:WP4808	0.0003876326809430874
2	WP:WP474	0.0003876326809430874
2	WP:WP455	0.0003781690261130644
2	WP:WP2355	0.00036542402131801754
2	WP:WP4541	0.00034403174565451775
2	WP:WP2840	0.00034131270036184586
2	WP:WP3624	0.0003376710241997273
2	WP:WP2431	0.00033102800879867097
2	WP:WP2857	0.0003278839910890501
2	WP:WP170	0.0002906912744639277
2	WP:WP382	0.0002900041954496296
2	WP:WP2848	0.0002861294460633492
2	WP:WP615	0.0002846253320776674
2	WP:WP4746	0.0002839530320263046
2	WP:WP4217	0.00027947204849713194
2	WP:WP176	0.00027882568629573147
2	WP:WP2572	0.0002738500172772391
2	WP:WP4657	0.00026641060075637717
2	WP:WP1984	0.00026518143265769946
2	WP:WP534	0.0002547194144442075
2	WP:WP3942	0.0002527663864436626
2	WP:WP366	0.0002507035754463792
2	WP:WP4673	0.00024960864753632075
2	WP:WP4659	0.0002456696922090605
2	WP:WP24	0.0002443772952666133
2	WP:WP4239	0.00023965791041047563
2	WP:WP558	0.00022921845688761045
2	WP:WP2884	0.0002259758477266584
2	WP:WP5053	0.00022073320814010455
2	WP:WP2380	0.00021833715562970832
2	WP:WP15	0.00021288113823637154
2	WP:WP4787	0.0002068259510648072
2	WP:WP4540	0.00020617244230793614
2	WP:WP702	0.00020603651855935262
2	WP:WP2880	0.00020120702770433008
2	WP:WP2849	0.00019502949569370474
2	WP:WP2118	0.00018763784710352547
2	WP:WP3614	0.00018746854415770502
2	WP:WP2855	0.00018630243251463975
2	WP:WP4658	0.00018552818975488438
2	WP:WP3931	0.00018306281196881364
2	WP:WP51	0.00017985955294265397
2	WP:WP4298	0.00017927327548479812
2	WP:WP3925	0.00017522140327927264
2	WP:WP437	0.00017218540132614096
2	WP:WP1591	0.00017056760569927133
2	WP:WP1982	0.00016927444283143362
2	WP:WP185	0.0001673777139362604
2	WP:WP2406	0.0001665899339199216
2	WP:WP4313	0.00016004748845819153
2	WP:WP3929	0.00016000262342682353
2	WP:WP4255	0.00015819023426929767
2	WP:WP1403	0.00015786080276350344
2	WP:WP129	0.0001573804959546706
2	WP:WP536	0.0001566164998259151
2	WP:WP4262	0.0001556754306823178
2	WP:WP4223	0.0001546606295634635
2	WP:WP2324	0.0001539261422802819
2	WP:WP3646	0.0001489710208565787
2	WP:WP3584	0.0001483545537950835
2	WP:WP2328	0.00014525923337490584
2	WP:WP3998	0.00014211480225514468
2	WP:WP2197	0.00014062568769200522
2	WP:WP2261	0.00014026365003741418
2	WP:WP4816	0.0001386949575646217
2	WP:WP4018	0.00013703063468597292
2	WP:WP3915	0.00013682326718984946
2	WP:WP2446	0.00013681529613670845
2	WP:WP4549	0.00013671888667986603
2	WP:WP4906	0.00013671081394554615
2	WP:WP2911	0.00013657708239802517
2	WP:WP2059	0.0001363398094543156
2	WP:WP560	0.00013555840697191508
2	WP:WP4806	0.00013330848468467405
2	WP:WP4917	0.00013090338955669393
2	WP:WP3937	0.00012934694489637045
2	WP:WP4538	0.0001264244933723365
2	WP:WP4304	0.00012565568763672275
2	WP:WP4666	0.00012246926975046716
2	WP:WP4352	0.00012175984171833759
2	WP:WP1533	0.00012094797584521654
2	WP:WP3651	0.00012063235387864939
2	WP:WP322	0.00012051054959968942
2	WP:WP4534	0.0001204776720106935
2	WP:WP2037	0.00012038672101060935
2	WP:WP299	0.00011965600506925543
2	WP:WP1544	0.00011909243868016655
2	WP:WP4396	0.00011846033057915215
2	WP:WP673	0.00011776387859169148
2	WP:WP3617	0.0001167743583795225
2	WP:WP364	0.00011662229374774807
2	WP:WP4949	0.00011470822260900503
2	WP:WP1541	0.00011458342263142023
2	WP:WP334	0.00011442721232379179
2	WP:WP4341	0.00011301442302500439
2	WP:WP710	0.00011222569554688038
2	WP:WP3286	0.00011186014677468701
2	WP:WP35	0.00010961119872433171
2	WP:WP1449	0.00010946180739967624
2	WP:WP4879	0.00010914990065042751
2	WP:WP2374	0.0001080431636005884
2	WP:WP428	0.00010775030860762556
2	WP:WP2267	0.00010660814606252016
2	WP:WP1772	0.00010653670597298841
2	WP:WP2873	0.00010637129256097358
2	WP:WP399	0.00010546550101623644
2	WP:WP4674	0.00010455993150758396
2	WP:WP138	0.00010453514209096668
2	WP:WP3298	0.00010446238623564197
2	WP:WP2586	0.0001036662139003119
2	WP:WP4767	0.0001035242998037907
2	WP:WP430	0.00010262655861210525
2	WP:WP2272	0.00010138198490772323
2	WP:WP23	0.00010109934245110641
2	WP:WP4970	0.00010041995298000467
2	WP:WP4823	0.00010030449058891833
2	WP:WP3527	0.00010020023787777139
2	WP:WP453	0.00010003088651106286
2	WP:WP550	9.983072157354976e-05
2	WP:WP254	9.911461107939458e-05
2	WP:WP304	9.788305540279722e-05
2	WP:WP4148	9.781912289905041e-05
2	WP:WP3611	9.739047914421276e-05
2	WP:WP3591	9.724413892025623e-05
2	WP:WP98	9.699715502192445e-05
2	WP:WP206	9.620961293343225e-05
2	WP:WP2878	9.59275211174231e-05
2	WP:WP2596	9.525547587685452e-05
2	WP:WP410	9.517113037018386e-05
2	WP:WP3645	9.49547412031766e-05
2	WP:WP3680	9.481737835616732e-05
2	WP:WP2032	9.46877990874579e-05
2	WP:WP4698	9.462968712401904e-05
2	WP:WP4561	9.36685896726611e-05
2	WP:WP3287	9.302546693730022e-05
2	WP:WP3859	9.280102489841179e-05
2	WP:WP3996	9.103705293726867e-05
2	WP:WP179	9.098857284739184e-05
2	WP:WP4149	9.087764501692804e-05
2	WP:WP2276	9.010500549202668e-05
2	WP:WP2864	8.9665934520511e-05
2	WP:WP111	8.938627169194206e-05
2	WP:WP4963	8.872682784280234e-05
2	WP:WP465	8.865815715028026e-05
2	WP:WP4747	8.638001225575291e-05
2	WP:WP247	8.482090816343363e-05
2	WP:WP69	8.390235597370307e-05
2	WP:WP3414	8.388556522907152e-05
2	WP:WP3601	8.378897143786475e-05
2	WP:WP4008	8.355764228351298e-05
2	WP:WP411	8.336440550944128e-05
2	WP:WP2203	8.283028042030853e-05
2	WP:WP2828	8.26713047071035e-05
2	WP:WP2332	8.210448142719531e-05
2	WP:WP4756	8.174880500041537e-05
2	WP:WP4258	8.140886794739002e-05
2	WP:WP3945	8.120464352459767e-05
2	WP:WP3967	8.061036956400467e-05
2	WP:WP4946	8.006234126059417e-05
2	WP:WP2817	7.928835875892173e-05
2	WP:WP4542	7.870552204461969e-05
2	WP:WP619	7.85984077844054e-05
2	WP:WP272	7.859717129909246e-05
2	WP:WP2369	7.85013934467547e-05
2	WP:WP2018	7.753009199134451e-05
2	WP:WP4830	7.566124528802192e-05
2	WP:WP4838	7.560243710611846e-05
2	WP:WP4216	7.258452922519625e-05
2	WP:WP3865	7.234922020737742e-05
2	WP:WP4241	7.194163898316848e-05
2	WP:WP4136	7.143749037920195e-05
2	WP:WP4950	7.075619044536283e-05
2	WP:WP516	7.0463577642977e-05
2	WP:WP3995	7.02983554900583e-05
2	WP:WP34	6.990266536628993e-05
2	WP:WP4155	6.943887725093271e-05
2	WP:WP2795	6.939445780578744e-05
2	WP:WP314	6.928288503605866e-05
2	WP:WP4818	6.895552434788253e-05
2	WP:WP408	6.881764157068554e-05
2	WP:WP4263	6.830143905687389e-05
2	WP:WP2813	6.694248372567438e-05
2	WP:WP4522	6.68329802481193e-05
2	WP:WP2870	6.680500085693358e-05
2	WP:WP4493	6.666980004658334e-05
2	WP:WP2361	6.661647198378933e-05
2	WP:WP3413	6.634925055245527e-05
2	WP:WP2814	6.571515823420698e-05
2	WP:WP4790	6.542710411716832e-05
2	WP:WP2289	6.509622413985844e-05
2	WP:WP4336	6.470824359018857e-05
2	WP:WP496	6.421199682508058e-05
2	WP:WP1981	6.340885892035525e-05
2	WP:WP4842	6.337153756836832e-05
2	WP:WP3668	6.3126464519021e-05
2	WP:WP3892	6.288269000786252e-05
2	WP:WP4685	6.281732916728106e-05
2	WP:WP2865	6.246436635623253e-05
2	WP:WP3927	6.215247555140123e-05
2	WP:WP4300	6.130728087826174e-05
2	WP:WP12	6.10409378968171e-05
2	WP:WP1971	6.094030157395167e-05
2	WP:WP43	6.09315474138478e-05
2	WP:WP4786	6.091095793192364e-05
2	WP:WP286	6.059082634059853e-05
2	WP:WP2038	6.016474129326735e-05
2	WP:WP1528	5.9609075763274314e-05
2	WP:WP530	5.9592413939760725e-05
2	WP:WP3303	5.951454320257282e-05
2	WP:WP4022	5.949815691891916e-05
2	WP:WP2447	5.881598503636327e-05
2	WP:WP127	5.8669394192813974e-05
2	WP:WP697	5.8431680768734946e-05
2	WP:WP3940	5.806994324579286e-05
2	WP:WP4559	5.79087714484125e-05
2	WP:WP49	5.7751356383522346e-05
2	WP:WP3893	5.773362856146266e-05
2	WP:WP554	5.7614561080415664e-05
2	WP:WP5052	5.7196676850115485e-05
2	WP:WP4478	5.716569806198066e-05
2	WP:WP481	5.705283109831666e-05
2	WP:WP3580	5.658065385250499e-05
2	WP:WP45	5.623127880924447e-05
2	WP:WP4321	5.5834476317287866e-05
2	WP:WP383	5.5225914139038304e-05
2	WP:WP2023	5.49866590581515e-05
2	WP:WP1530	5.432544874484215e-05
2	WP:WP2034	5.4299655318784036e-05
2	WP:WP2876	5.425279660570613e-05
2	WP:WP4320	5.3963811409132875e-05
2	WP:WP707	5.390678738236665e-05
2	WP:WP2029	5.3719278367184804e-05
2	WP:WP3890	5.351610390706036e-05
2	WP:WP4758	5.260608420750359e-05
2	WP:WP4969	5.2455206049777336e-05
2	WP:WP4844	5.237001529242294e-05
2	WP:WP4719	5.2146428479720826e-05
2	WP:WP3971	5.211880854668907e-05
2	WP:WP4814	5.1952207014446885e-05
2	WP:WP1539	5.179399984857668e-05
2	WP:WP3599	5.1435078413396644e-05
2	WP:WP4331	5.104158306097089e-05
2	WP:WP4537	5.090622409670697e-05
2	WP:WP3529	5.041782073151978e-05
2	WP:WP1742	5.000870227451026e-05
2	WP:WP4329	4.986029475496321e-05
2	WP:WP4484	4.962018510296993e-05
2	WP:WP4141	4.9605132202358595e-05
2	WP:WP231	4.8965959471085e-05
2	WP:WP4871	4.8483007753057944e-05
2	WP:WP3640	4.8296667034385076e-05
2	WP:WP3678	4.828930217202609e-05
2	WP:WP26	4.807433389706405e-05
2	WP:WP75	4.7829541210839307e-05
2	WP:WP4577	4.760195702779916e-05
2	WP:WP4707	4.6969459391944e-05
2	WP:WP2895	4.646976764505021e-05
2	WP:WP4462	4.60903801906178e-05
2	WP:WP4718	4.522188929787658e-05
2	WP:WP3850	4.500197953339784e-05
2	WP:WP4565	4.495143668807426e-05
2	WP:WP3981	4.440224276710078e-05
2	WP:WP2874	4.424324491074261e-05
